Crop,Year,Season,State,Area,Production,Rainfall,Yield,season_code,crop_code
Onion,2018,Summer,Karnataka,3665.0,38682,1419.1,10.361,3,1
Rice,2018,Kharif,Karnataka,1037158.0,2949318,1419.1,2.637,1,2
Rice,2018,Rabi,Karnataka,11442.0,28334,1419.1,2.480833333,2,2
Rice,2018,Summer,Karnataka,150993.0,484330,1419.1,2.9272,3,2
Wheat,2018,Rabi,Karnataka,157525.0,163113,1419.1,0.960740741,2,3
Maize,2018,Whole Year,Kerala,104.326,145,2989.7,4.508,4,0
Onion,2018,Whole Year,Kerala,5.21,0,2989.7,0.0,4,1
Rice,2018,Autumn,Kerala,60718.46,101943,2989.7,1.565384615,0,2
Rice,2018,Summer,Kerala,48858.28,196784,2989.7,3.09,3,2
Rice,2018,Winter,Kerala,88449.47,279529,2989.7,2.684285714,5,2
Wheat,2018,Whole Year,Kerala,1.4,2,2989.7,1.45,4,3
Maize,2018,Kharif,Tamil Nadu,168944.0,1283603,986.2,7.625384615,1,0
Maize,2018,Rabi,Tamil Nadu,221658.0,1550834,986.2,6.984,2,0
Onion,2018,Kharif,Tamil Nadu,12414.0,108888,986.2,8.912692308,1,1
Onion,2018,Rabi,Tamil Nadu,19273.0,109707,986.2,5.878518519,2,1
Rice,2018,Autumn,Tamil Nadu,279647.0,1198496,986.2,4.184827586,0,2
Rice,2018,Summer,Tamil Nadu,236904.0,992095,986.2,3.997333333,3,2
Rice,2018,Winter,Tamil Nadu,1204714.0,3940959,986.2,3.749032258,5,2
Maize,2019,Kharif,Andhra Pradesh,95591.0,450932,899.2,4.653076923,1,0
Maize,2019,Rabi,Andhra Pradesh,205100.0,1670288,899.2,6.698461538,2,0
Onion,2019,Kharif,Andhra Pradesh,23864.0,524198,899.2,22.22444444,1,1
Onion,2019,Rabi,Andhra Pradesh,12250.0,256890,899.2,21.7675,2,1
Rice,2019,Kharif,Andhra Pradesh,1526425.0,5342033,899.2,3.517692308,1,2
Rice,2019,Rabi,Andhra Pradesh,829557.0,3798058,899.2,3.873076923,2,2
Wheat,2019,Rabi,Andhra Pradesh,37.0,11,899.2,0.155,2,3
Onion,2019,Kharif,Puducherry,2.0,10,1317.0,5.0,1,1
Onion,2019,Summer,Puducherry,1.0,5,1317.0,5.0,3,1
Rice,2019,Kharif,Puducherry,4323.0,15171,1317.0,3.216666667,1,2
Rice,2019,Rabi,Puducherry,9397.0,28114,1317.0,3.883333333,2,2
Rice,2019,Summer,Puducherry,4518.0,16060,1317.0,3.55,3,2
Maize,2019,Kharif,Assam,36636.0,128036,2084.7,3.155555556,1,0
Onion,2019,Whole Year,Assam,8155.0,88892,2084.7,8.022962963,4,1
Rice,2019,Autumn,Assam,127223.0,193215,2084.7,1.464814815,0,2
Rice,2019,Summer,Assam,395518.0,1025571,2084.7,2.492307692,3,2
Rice,2019,Winter,Assam,1878208.0,3996018,2084.7,2.137037037,5,2
Wheat,2019,Rabi,Assam,11336.0,14430,2084.7,1.272083333,2,3
Maize,2019,Kharif,Meghalaya,18174.0,41760,3844.4,2.254545455,1,0
Onion,2019,Rabi,Meghalaya,561.0,5037,3844.4,8.431,2,1
Rice,2019,Autumn,Meghalaya,33480.0,78074,3844.4,2.510909091,0,2
Rice,2019,Rabi,Meghalaya,13628.0,63081,3844.4,2.57,2,2
Rice,2019,Winter,Meghalaya,63889.0,162321,3844.4,2.36,5,2
Wheat,2019,Rabi,Meghalaya,464.0,898,3844.4,1.638,2,3
Rice,2019,Kharif,Goa,24411.0,60556,4489.5,2.475,1,2
Rice,2019,Rabi,Goa,10287.0,29819,4489.5,2.95,2,2
Maize,2019,Kharif,Karnataka,1355321.0,4228095,1422.3,3.572068966,1,0
Maize,2019,Rabi,Karnataka,114070.0,394898,1422.3,3.466785714,2,0
Maize,2019,Summer,Karnataka,31000.0,122718,1422.3,3.905357143,3,0
Onion,2019,Kharif,Karnataka,155401.0,1255733,1422.3,8.256153846,1,1
Onion,2019,Rabi,Karnataka,36940.0,515416,1422.3,13.21884615,2,1
Onion,2019,Summer,Karnataka,10300.0,119070,1422.3,11.37333333,3,1
Rice,2019,Kharif,Karnataka,964087.0,3088937,1422.3,2.924,1,2
Rice,2019,Rabi,Karnataka,11266.0,31038,1422.3,2.881428571,2,2
Rice,2019,Summer,Karnataka,272701.0,827998,1422.3,2.86862069,3,2
Wheat,2019,Rabi,Karnataka,158319.0,180114,1422.3,1.08125,2,3
Maize,2019,Whole Year,Kerala,113.0,140,3119.2,1.82,4,0
Rice,2019,Autumn,Kerala,55895.0,145076,3119.2,1.949230769,0,2
Rice,2019,Summer,Kerala,61006.0,212586,3119.2,2.815714286,3,2
Rice,2019,Winter,Kerala,81279.0,247879,3119.2,2.503571429,5,2
Wheat,2019,Whole Year,Kerala,1.0,2,3119.2,2.0,4,3
Maize,2019,Kharif,Tamil Nadu,168587.0,1506526,910.1,8.614827586,1,0
Maize,2019,Rabi,Tamil Nadu,164978.0,1108221,910.1,6.841666667,2,0
Onion,2019,Kharif,Tamil Nadu,11137.0,101952,910.1,9.088148148,1,1
Onion,2019,Rabi,Tamil Nadu,22663.0,159883,910.1,7.237407407,2,1
Rice,2019,Autumn,Tamil Nadu,206535.0,847692,910.1,4.077241379,0,2
Rice,2019,Summer,Tamil Nadu,339990.0,1463054,910.1,4.095,3,2
Rice,2019,Winter,Tamil Nadu,1360882.0,4954415,910.1,3.818387097,5,2
Maize,2001,Autumn,Bihar,244793.0,396864,1247.0,1.768108108,0,0
Maize,2001,Rabi,Bihar,187399.0,622294,1247.0,2.911818182,2,0
Maize,2001,Summer,Bihar,149864.0,388209,1247.0,2.469189189,3,0
Onion,2001,Whole Year,Bihar,14083.0,134445,1247.0,10.47351351,4,1
Rice,2001,Autumn,Bihar,2844474.0,4354156,1247.0,1.409189189,0,2
Rice,2001,Kharif,Bihar,126106.0,243661,1247.0,1.792903226,1,2
Rice,2001,Summer,Bihar,593959.0,703404,1247.0,1.098275862,3,2
Wheat,2001,Rabi,Bihar,2181543.0,4499130,1247.0,1.977567568,2,3
Maize,2001,Kharif,Chhattisgarh,93820.0,69708,1550.0,0.75375,1,0
Onion,2001,Whole Year,Chhattisgarh,3836.0,33857,1550.0,8.872,4,1
Rice,2001,Kharif,Chhattisgarh,3810112.0,5073721,1550.0,1.34375,1,2
Wheat,2001,Rabi,Chhattisgarh,97861.0,103480,1550.0,1.195,2,3
Maize,2001,Kharif,Gujarat,443500.0,884600,666.5,2.108666667,1,0
Onion,2001,Whole Year,Gujarat,24200.0,638700,666.5,29.52625,4,1
Rice,2001,Kharif,Gujarat,664000.0,1028700,666.5,1.533571429,1,2
Rice,2001,Summer,Gujarat,3800.0,11500,666.5,2.935,3,2
Wheat,2001,Rabi,Gujarat,470100.0,1144700,666.5,2.474736842,2,3
Maize,2001,Kharif,Haryana,17944.0,47000,483.8,1.051764706,1,0
Onion,2001,Whole Year,Haryana,3554.0,46600,483.8,13.56916667,4,1
Rice,2001,Kharif,Haryana,1027505.0,2726000,483.8,2.645555556,1,2
Wheat,2001,Rabi,Haryana,2299876.0,9437000,483.8,3.979473684,2,3
Maize,2001,Kharif,Himachal Pradesh,301282.0,668228,918.1,2.463333333,1,0
Onion,2001,Whole Year,Himachal Pradesh,1112.0,11045,918.1,8.397777778,4,1
Rice,2001,Kharif,Himachal Pradesh,80579.0,137418,918.1,1.654545455,1,2
Wheat,2001,Rabi,Himachal Pradesh,366518.0,637068,918.1,1.72,2,3
Maize,2001,Kharif,Madhya Pradesh,843065.0,1672641,955.0,1.943555556,1,0
Onion,2001,Whole Year,Madhya Pradesh,23057.0,324596,955.0,13.41155556,4,1
Rice,2001,Kharif,Madhya Pradesh,1766150.0,1685799,955.0,0.849333333,1,2
Wheat,2001,Rabi,Madhya Pradesh,3691707.0,5993596,955.0,1.654888889,2,3
Maize,2001,Kharif,Maharashtra,254500.0,459110,1035.8,1.910769231,1,0
Maize,2001,Rabi,Maharashtra,63100.0,116100,1035.8,1.887142857,2,0
Maize,2001,Summer,Maharashtra,8500.0,11700,1035.8,1.293529412,3,0
Rice,2001,Kharif,Maharashtra,1487200.0,2590400,1035.8,1.261875,1,2
Rice,2001,Summer,Maharashtra,26800.0,60800,1035.8,2.192,3,2
Wheat,2001,Rabi,Maharashtra,776000.0,1077400,1035.8,1.313793103,2,3
Maize,2001,Kharif,Mizoram,5493.0,13758,2406.4,2.076666667,1,0
Maize,2001,Rabi,Mizoram,1884.0,2887,2406.4,1.6025,2,0
Rice,2001,Kharif,Mizoram,55880.0,105713,2406.4,1.825,1,2
Maize,2001,Kharif,Nagaland,45000.0,90000,1532.0,2.025,1,0
Rice,2001,Kharif,Nagaland,155000.0,235000,1532.0,1.485,1,2
Rice,2001,Rabi,Nagaland,1500.0,2000,1532.0,1.76,2,2
Wheat,2001,Rabi,Nagaland,6000.0,12350,1532.0,2.04,2,3
Maize,2001,Kharif,Odisha,51428.0,46658,1672.5,0.714615385,1,0
Onion,2001,Whole Year,Odisha,19410.0,173430,1672.5,8.714333333,4,1
Rice,2001,Kharif,Odisha,4500000.0,7220000,1672.5,1.583666667,1,2
Wheat,2001,Rabi,Odisha,6976.0,10565,1672.5,1.1288,2,3
Maize,2001,Kharif,Punjab,165000.0,449000,479.3,2.7625,1,0
Rice,2001,Kharif,Punjab,2487000.0,8816000,479.3,3.517058824,1,2
Wheat,2001,Rabi,Punjab,3420000.0,15499000,479.3,4.487058824,2,3
Rice,2001,Kharif,Tamil Nadu,2059878.0,6583630,481.3,3.532857143,1,2
Maize,2001,Kharif,Uttar Pradesh,913718.0,1488204,849.9,1.500869565,1,0
Maize,2001,Rabi,Uttar Pradesh,17419.0,28376,849.9,1.63516129,2,0
Rice,2001,Kharif,Uttar Pradesh,6068496.0,12849116,849.9,2.016086957,1,2
Rice,2001,Summer,Uttar Pradesh,2829.0,6741,849.9,2.097777778,3,2
Wheat,2001,Rabi,Uttar Pradesh,9255937.0,25498002,849.9,2.729565217,2,3
Maize,2001,Kharif,Uttarakhand,32938.0,40682,1541.3,1.185384615,1,0
Maize,2001,Rabi,Uttarakhand,125.0,183,1541.3,1.1,2,0
Onion,2001,Whole Year,Uttarakhand,1642.0,8089,1541.3,6.451538462,4,1
Rice,2001,Kharif,Uttarakhand,280816.0,567662,1541.3,1.608461538,1,2
Rice,2001,Rabi,Uttarakhand,3761.0,11855,1541.3,2.2625,2,2
Wheat,2001,Rabi,Uttarakhand,375967.0,721618,1541.3,1.616153846,2,3
Maize,2002,Autumn,Bihar,255035.0,428182,1105.8,1.757567568,0,0
Maize,2002,Rabi,Bihar,187707.0,520263,1105.8,2.553513514,2,0
Maize,2002,Summer,Bihar,160863.0,432637,1105.8,2.609459459,3,0
Onion,2002,Whole Year,Bihar,13589.0,116759,1105.8,8.524054054,4,1
Rice,2002,Autumn,Bihar,583274.0,682933,1105.8,1.060714286,0,2
Rice,2002,Summer,Bihar,120354.0,197607,1105.8,1.625517241,3,2
Rice,2002,Winter,Bihar,2881073.0,4205026,1105.8,1.345945946,5,2
Wheat,2002,Rabi,Bihar,2130933.0,4040610,1105.8,1.844054054,2,3
Maize,2002,Kharif,Chhattisgarh,93955.0,122611,1001.4,1.279375,1,0
Onion,2002,Whole Year,Chhattisgarh,4145.0,34830,1001.4,8.068,4,1
Rice,2002,Kharif,Chhattisgarh,3777661.0,2634853,1001.4,0.710625,1,2
Wheat,2002,Rabi,Chhattisgarh,93846.0,98592,1001.4,1.185,2,3
Maize,2002,Kharif,Gujarat,464500.0,792600,458.4,1.671875,1,0
Onion,2002,Whole Year,Gujarat,25000.0,715400,458.4,28.60875,4,1
Rice,2002,Kharif,Gujarat,469000.0,541700,458.4,1.209230769,1,2
Rice,2002,Summer,Gujarat,11800.0,54700,458.4,4.53,3,2
Wheat,2002,Rabi,Gujarat,435600.0,856600,458.4,2.185789474,2,3
Maize,2002,Kharif,Haryana,15886.0,29000,353.9,0.478333333,1,0
Onion,2002,Whole Year,Haryana,1609.0,36000,353.9,19.29692308,4,1
Rice,2002,Kharif,Haryana,905651.0,2468000,353.9,2.495,1,2
Wheat,2002,Rabi,Haryana,2267140.0,9188000,353.9,3.947894737,2,3
Maize,2002,Kharif,Himachal Pradesh,299801.0,483333,890.8,1.6075,1,0
Onion,2002,Whole Year,Himachal Pradesh,807.0,4541,890.8,5.328,4,1
Rice,2002,Kharif,Himachal Pradesh,83273.0,85653,890.8,1.133636364,1,2
Wheat,2002,Rabi,Himachal Pradesh,359439.0,495558,890.8,1.389166667,2,3
Maize,2002,Kharif,Karnataka,578711.0,1165155,860.8,2.174,1,0
Maize,2002,Rabi,Karnataka,59503.0,149203,860.8,2.483181818,2,0
Maize,2002,Summer,Karnataka,11330.0,28584,860.8,2.472173913,3,0
Onion,2002,Whole Year,Karnataka,114975.0,535821,860.8,7.0436,4,1
Rice,2002,Kharif,Karnataka,1030464.0,2103709,860.8,2.035185185,1,2
Rice,2002,Rabi,Karnataka,50456.0,102312,860.8,2.000666667,2,2
Rice,2002,Summer,Karnataka,73863.0,184064,860.8,2.378,3,2
Wheat,2002,Rabi,Karnataka,246855.0,147748,860.8,0.572142857,2,3
Maize,2002,Kharif,Madhya Pradesh,848970.0,1486546,800.8,1.662,1,0
Onion,2002,Whole Year,Madhya Pradesh,24620.0,344975,800.8,12.75155556,4,1
Rice,2002,Kharif,Madhya Pradesh,1671107.0,1024930,800.8,0.608,1,2
Wheat,2002,Rabi,Madhya Pradesh,3369481.0,4916044,800.8,1.500666667,2,3
Maize,2002,Kharif,Maharashtra,301200.0,629700,967.4,1.725185185,1,0
Maize,2002,Rabi,Maharashtra,61700.0,100100,967.4,1.382727273,2,0
Maize,2002,Summer,Maharashtra,8300.0,13500,967.4,1.386315789,3,0
Rice,2002,Kharif,Maharashtra,1496800.0,1793000,967.4,0.8903125,1,2
Rice,2002,Summer,Maharashtra,26500.0,61100,967.4,2.288,3,2
Wheat,2002,Rabi,Maharashtra,759800.0,983900,967.4,1.234333333,2,3
Maize,2002,Kharif,Meghalaya,16922.0,25879,4355.3,1.527142857,1,0
Rice,2002,Kharif,Meghalaya,107742.0,190937,4355.3,1.767142857,1,2
Wheat,2002,Rabi,Meghalaya,2714.0,4745,4355.3,1.455,2,3
Maize,2002,Kharif,Mizoram,6889.0,13820,2627.0,1.89,1,0
Maize,2002,Rabi,Mizoram,600.0,1059,2627.0,1.695,2,0
Rice,2002,Kharif,Mizoram,57067.0,109205,2627.0,1.89,1,2
Maize,2002,Kharif,Nagaland,40000.0,80000,1536.6,2.02875,1,0
Rice,2002,Kharif,Nagaland,150000.0,223400,1536.6,1.46375,1,2
Wheat,2002,Rabi,Nagaland,7650.0,15820,1536.6,2.0775,2,3
Maize,2002,Kharif,Odisha,43100.0,42400,1102.8,0.9248,1,0
Onion,2002,Whole Year,Odisha,26410.0,238790,1102.8,8.852666667,4,1
Rice,2002,Kharif,Odisha,4273000.0,3278000,1102.8,0.753333333,1,2
Wheat,2002,Rabi,Odisha,4627.0,5767,1102.8,1.133636364,2,3
Maize,2002,Kharif,Punjab,152000.0,310000,301.8,2.083333333,1,0
Rice,2002,Kharif,Punjab,2530000.0,8880000,301.8,3.438823529,1,2
Wheat,2002,Rabi,Punjab,3375000.0,14175000,301.8,4.13,2,3
Maize,2002,Kharif,Uttarakhand,28506.0,32127,1610.3,1.043076923,1,0
Maize,2002,Rabi,Uttarakhand,82.0,127,1610.3,1.455,2,0
Onion,2002,Rabi,Uttarakhand,8497.0,87690,1610.3,10.32,2,1
Onion,2002,Summer,Uttarakhand,11216.0,125394,1610.3,11.18,3,1
Onion,2002,Whole Year,Uttarakhand,1920.0,8839,1610.3,6.455384615,4,1
Rice,2002,Kharif,Uttarakhand,271219.0,511526,1610.3,1.461538462,1,2
Rice,2002,Rabi,Uttarakhand,4090.0,11649,1610.3,2.8,2,2
Wheat,2002,Rabi,Uttarakhand,374802.0,721653,1610.3,1.650769231,2,3
Maize,2002,Autumn,Jharkhand,62780.33,74310,1041.2,1.203571429,0,0
Rice,2002,Autumn,Jharkhand,136359.61,89082,1041.2,1.516666667,0,2
Rice,2002,Winter,Jharkhand,922658.68,974008,1041.2,1.062222222,5,2
Wheat,2002,Rabi,Jharkhand,57203.69,78365,1041.2,1.42125,2,3
Maize,2003,Kharif,Bihar,259030.0,438013,1353.9,1.68,1,0
Maize,2003,Rabi,Bihar,196338.0,594736,1353.9,2.925945946,2,0
Maize,2003,Summer,Bihar,161062.0,440821,1353.9,2.775,3,0
Onion,2003,Whole Year,Bihar,14545.0,137965,1353.9,9.284736842,4,1
Rice,2003,Autumn,Bihar,553904.0,688189,1353.9,1.141666667,0,2
Rice,2003,Kharif,Bihar,190236.0,270831,1353.9,1.42,1,2
Rice,2003,Summer,Bihar,116885.0,169902,1353.9,1.324642857,3,2
Rice,2003,Winter,Bihar,2907199.0,4589705,1353.9,1.456315789,5,2
Wheat,2003,Rabi,Bihar,2076839.0,3688941,1353.9,1.747105263,2,3
Maize,2003,Kharif,Chhattisgarh,98575.0,135048,1643.7,1.20625,1,0
Onion,2003,Whole Year,Chhattisgarh,4441.0,32548,1643.7,7.334,4,1
Rice,2003,Kharif,Chhattisgarh,3828992.0,5567644,1643.7,1.4375,1,2
Wheat,2003,Rabi,Chhattisgarh,106109.0,113138,1643.7,1.20875,2,3
Maize,2003,Kharif,Delhi,93.0,184,962.3,1.98,1,0
Rice,2003,Kharif,Delhi,6549.0,17909,962.3,2.73,1,2
Wheat,2003,Rabi,Delhi,18973.0,82893,962.3,4.37,2,3
Maize,2003,Kharif,Gujarat,484400.0,831900,902.5,1.825,1,0
Onion,2003,Whole Year,Gujarat,49100.0,1474600,902.5,31.65611111,4,1
Rice,2003,Kharif,Gujarat,651400.0,1193200,902.5,1.7125,1,2
Rice,2003,Summer,Gujarat,23900.0,83800,902.5,3.565714286,3,2
Wheat,2003,Rabi,Gujarat,759500.0,2036500,902.5,2.68875,2,3
Maize,2003,Kharif,Haryana,16570.0,41000,592.3,0.960588235,1,0
Onion,2003,Whole Year,Haryana,3319.0,80700,592.3,21.084,4,1
Rice,2003,Kharif,Haryana,1015191.0,2790000,592.3,2.733333333,1,2
Wheat,2003,Rabi,Haryana,2315496.0,9114000,592.3,3.825789474,2,3
Maize,2003,Autumn,Jharkhand,89591.91,136371,1258.3,1.39,0,0
Onion,2003,Whole Year,Jharkhand,1137.98,9198,1258.3,9.12,4,1
Rice,2003,Autumn,Jharkhand,614160.1,418254,1258.3,0.74,0,2
Rice,2003,Winter,Jharkhand,1437560.59,1525099,1258.3,0.998636364,5,2
Wheat,2003,Rabi,Jharkhand,60269.7,80183,1258.3,1.360909091,2,3
Maize,2003,Kharif,Madhya Pradesh,898618.0,1858342,1163.0,1.916041667,1,0
Onion,2003,Whole Year,Madhya Pradesh,30958.0,416137,1163.0,12.86875,4,1
Rice,2003,Kharif,Madhya Pradesh,1708583.0,1743430,1163.0,0.997916667,1,2
Wheat,2003,Rabi,Madhya Pradesh,4078974.0,7357255,1163.0,1.797916667,2,3
Maize,2003,Kharif,Maharashtra,311800.0,671000,1037.4,1.724444444,1,0
Maize,2003,Rabi,Maharashtra,57900.0,81100,1037.4,1.689130435,2,0
Onion,2003,Whole Year,Maharashtra,133622.0,1663240,1037.4,12.44846154,4,1
Rice,2003,Kharif,Maharashtra,1500400.0,2768600,1037.4,1.232258065,1,2
Rice,2003,Summer,Maharashtra,29500.0,65500,1037.4,2.217,3,2
Wheat,2003,Rabi,Maharashtra,664700.0,778200,1037.4,1.171666667,2,3
Maize,2003,Kharif,Manipur,2340.0,7530,687.7,2.76,1,0
Onion,2003,Whole Year,Manipur,970.0,2060,687.7,2.068333333,4,1
Rice,2003,Kharif,Manipur,157830.0,381240,687.7,2.305555556,1,2
Maize,2003,Kharif,Mizoram,9765.0,19005,2499.5,1.981666667,1,0
Maize,2003,Rabi,Mizoram,716.0,1277,2499.5,1.802,2,0
Rice,2003,Kharif,Mizoram,59196.0,114630,2499.5,1.925,1,2
Maize,2003,Kharif,Nagaland,45000.0,78000,1709.8,1.69125,1,0
Maize,2003,Rabi,Nagaland,140.0,260,1709.8,1.71,2,0
Rice,2003,Kharif,Nagaland,155000.0,220990,1709.8,1.36,1,2
Rice,2003,Rabi,Nagaland,1000.0,2000,1709.8,1.945,2,2
Wheat,2003,Rabi,Nagaland,10000.0,19500,1709.8,1.86625,2,3
Maize,2003,Kharif,Odisha,55549.0,78744,1648.2,0.887307692,1,0
Maize,2003,Rabi,Odisha,13760.0,18180,1648.2,1.32,2,0
Onion,2003,Whole Year,Odisha,26550.0,240340,1648.2,8.845666667,4,1
Rice,2003,Kharif,Odisha,4501000.0,6801000,1648.2,1.516333333,1,2
Wheat,2003,Rabi,Odisha,5129.0,7517,1648.2,1.377407407,2,3
Maize,2003,Kharif,Punjab,154000.0,459000,451.7,3.086923077,1,0
Rice,2003,Kharif,Punjab,2614000.0,9656000,451.7,3.678235294,1,2
Wheat,2003,Rabi,Punjab,3444000.0,14489000,451.7,4.166470588,2,3
Maize,2003,Kharif,Uttar Pradesh,817385.0,1117621,1075.6,1.296,1,0
Maize,2003,Rabi,Uttar Pradesh,4172.0,5704,1075.6,1.348888889,2,0
Maize,2003,Summer,Uttar Pradesh,20641.0,28216,1075.6,1.362166667,3,0
Onion,2003,Rabi,Uttar Pradesh,8781.0,126033,1075.6,14.35414286,2,1
Onion,2003,Summer,Uttar Pradesh,11390.0,112405,1075.6,9.894202899,3,1
Rice,2003,Kharif,Uttar Pradesh,5719933.0,12476923,1075.6,2.066285714,1,2
Rice,2003,Summer,Uttar Pradesh,7839.0,18016,1075.6,2.1595,3,2
Wheat,2003,Rabi,Uttar Pradesh,9443104.0,26349910,1075.6,2.767428571,2,3
Maize,2003,Kharif,Uttarakhand,31209.0,47446,1734.3,1.456153846,1,0
Maize,2003,Summer,Uttarakhand,137.0,224,1734.3,1.623333333,3,0
Onion,2003,Whole Year,Uttarakhand,1719.0,19183,1734.3,11.30846154,4,1
Rice,2003,Kharif,Uttarakhand,271671.0,520831,1734.3,1.640769231,1,2
Rice,2003,Summer,Uttarakhand,5655.0,21126,1734.3,3.66,3,2
Wheat,2003,Rabi,Uttarakhand,383387.0,729653,1734.3,1.525384615,2,3
Maize,2004,Kharif,Andhra Pradesh,505358.0,1238622,781.8,2.819545455,1,0
Maize,2004,Rabi,Andhra Pradesh,151474.0,824920,781.8,5.235714286,2,0
Onion,2004,Kharif,Andhra Pradesh,21907.0,344540,781.8,14.4,1,1
Onion,2004,Rabi,Andhra Pradesh,12248.0,258886,781.8,20.17047619,2,1
Rice,2004,Kharif,Andhra Pradesh,2215067.0,6392717,781.8,2.720454545,1,2
Rice,2004,Rabi,Andhra Pradesh,871135.0,3208328,781.8,2.83,2,2
Wheat,2004,Rabi,Andhra Pradesh,9174.0,4605,781.8,0.387272727,2,3
Onion,2004,Whole Year,Assam,7122.0,16786,2536.9,2.396956522,4,1
Rice,2004,Autumn,Assam,436244.0,286330,2536.9,0.802173913,0,2
Rice,2004,Summer,Assam,311437.0,610136,2536.9,1.764347826,3,2
Rice,2004,Winter,Assam,1636050.0,2574284,2536.9,1.551304348,5,2
Wheat,2004,Rabi,Assam,63854.0,68083,2536.9,1.056956522,2,3
Maize,2004,Kharif,Bihar,270973.0,443819,1147.8,1.597837838,1,0
Maize,2004,Rabi,Bihar,192685.0,596181,1147.8,3.198,2,0
Maize,2004,Summer,Bihar,153596.0,489273,1147.8,2.952368421,3,0
Onion,2004,Whole Year,Bihar,14115.0,106528,1147.8,7.463684211,4,1
Rice,2004,Autumn,Bihar,534477.0,477325,1147.8,0.788148148,0,2
Rice,2004,Summer,Bihar,116220.0,166198,1147.8,1.437407407,3,2
Rice,2004,Winter,Bihar,2489419.0,1828633,1147.8,0.647105263,5,2
Wheat,2004,Rabi,Bihar,2027643.0,3263385,1147.8,1.569473684,2,3
Maize,2004,Kharif,Chhattisgarh,97851.0,139927,1122.8,1.343125,1,0
Onion,2004,Whole Year,Chhattisgarh,4472.0,27002,1122.8,6.1025,4,1
Rice,2004,Kharif,Chhattisgarh,3843825.0,4586818,1122.8,1.160625,1,2
Wheat,2004,Rabi,Chhattisgarh,99245.0,85215,1122.8,0.963125,2,3
Maize,2004,Kharif,Delhi,82.0,125,651.9,1.52,1,0
Rice,2004,Kharif,Delhi,8431.0,28216,651.9,3.35,1,2
Wheat,2004,Rabi,Delhi,18695.0,80800,651.9,4.32,2,3
Maize,2004,Kharif,Gujarat,459500.0,412500,719.8,1.0375,1,0
Onion,2004,Whole Year,Gujarat,44000.0,1221300,719.8,28.47894737,4,1
Rice,2004,Kharif,Gujarat,665600.0,1157300,719.8,1.730666667,1,2
Rice,2004,Summer,Gujarat,13800.0,39200,719.8,2.68625,3,2
Wheat,2004,Rabi,Gujarat,727400.0,1805500,719.8,2.6312,2,3
Maize,2004,Kharif,Haryana,15768.0,39000,484.6,0.746875,1,0
Onion,2004,Whole Year,Haryana,2823.0,68400,484.6,20.795,4,1
Rice,2004,Kharif,Haryana,1024236.0,3010000,484.6,2.832777778,1,2
Wheat,2004,Rabi,Haryana,2316674.0,9043000,484.6,3.774736842,2,3
Maize,2004,Kharif,Madhya Pradesh,873546.0,1222964,895.7,1.34125,1,0
Onion,2004,Whole Year,Madhya Pradesh,35661.0,560306,895.7,15.03166667,4,1
Rice,2004,Kharif,Madhya Pradesh,1675513.0,1302615,895.7,0.803541667,1,2
Wheat,2004,Rabi,Madhya Pradesh,4188248.0,7320042,895.7,1.7075,2,3
Maize,2004,Kharif,Maharashtra,353200.0,606900,1052.0,1.387777778,1,0
Maize,2004,Rabi,Maharashtra,65000.0,130500,1052.0,1.723478261,2,0
Maize,2004,Summer,Maharashtra,13400.0,20400,1052.0,1.462777778,3,0
Rice,2004,Kharif,Maharashtra,1488200.0,2098200,1052.0,1.022903226,1,2
Rice,2004,Summer,Maharashtra,20500.0,49000,1052.0,2.463,3,2
Wheat,2004,Rabi,Maharashtra,755700.0,1016300,1052.0,1.199666667,2,3
Maize,2004,Kharif,Nagaland,45400.0,81700,1711.5,1.80125,1,0
Maize,2004,Rabi,Nagaland,1000.0,1800,1711.5,1.905,2,0
Rice,2004,Kharif,Nagaland,153000.0,259750,1711.5,1.65625,1,2
Rice,2004,Rabi,Nagaland,1000.0,2000,1711.5,1.99,2,2
Wheat,2004,Rabi,Nagaland,8200.0,13000,1711.5,1.49125,2,3
Maize,2004,Kharif,Punjab,154000.0,422000,366.4,2.883636364,1,0
Rice,2004,Kharif,Punjab,2800000.0,10437000,366.4,3.788823529,1,2
Wheat,2004,Rabi,Punjab,3482000.0,14698000,366.4,4.178823529,2,3
Maize,2004,Kharif,Tripura,2790.0,2967,2706.3,1.0525,1,0
Rice,2004,Kharif,Tripura,256076.0,602221,2706.3,2.24,1,2
Wheat,2004,Rabi,Tripura,944.0,1942,2706.3,2.0525,2,3
Maize,2004,Kharif,Uttarakhand,29501.0,44967,1219.6,1.438461538,1,0
Maize,2004,Summer,Uttarakhand,74.0,147,1219.6,1.96,3,0
Onion,2004,Whole Year,Uttarakhand,2045.0,17694,1219.6,9.187692308,4,1
Rice,2004,Kharif,Uttarakhand,281464.0,537876,1219.6,1.592307692,1,2
Rice,2004,Summer,Uttarakhand,7511.0,22367,1219.6,2.975,3,2
Wheat,2004,Rabi,Uttarakhand,387103.0,799221,1219.6,1.776923077,2,3
Maize,2004,Autumn,Jharkhand,92036.15,133582,1149.2,1.367727273,0,0
Onion,2004,Rabi,Jharkhand,1360.19,9804,1149.2,8.532,2,1
Rice,2004,Autumn,Jharkhand,153608.9,105328,1149.2,0.714,0,2
Rice,2004,Winter,Jharkhand,980642.41,901045,1149.2,0.85,5,2
